customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03058,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32.15,-54.7,Yes
CUST-03059,Female,0,No,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.95,1332.47,Yes
CUST-03060,Female,0,No,No,60,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),36.36,2198.26,Yes
CUST-03061,Female,1,Yes,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),36.95,1055.9,No
CUST-03062,Female,0,Yes,No,48,Yes,No,No,No,No,No,No,Yes,Yes,One year,No,Electronic check,23.4,1159.7,Yes
CUST-03063,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),54.19,1445.15,Yes
CUST-03064,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.1,2997.69,Yes
CUST-03065,Male,1,No,No,71,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.41,4171.76,Yes
CUST-03066,Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.0,2782.13,Yes
CUST-03067,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),43.36,1055.63,Yes
CUST-03068,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,32.47,1829.11,Yes
CUST-03069,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.17,196.14,No
CUST-03070,Female,1,No,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.06,3040.06,Yes
CUST-03071,Female,0,No,Yes,60,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),30.64,1808.98,Yes
CUST-03072,Female,0,Yes,No,47,No,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,48.34,2246.68,Yes
CUST-03073,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,34.49,1585.7,No
CUST-03074,Male,1,Yes,No,18,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.57,853.27,Yes
CUST-03075,Male,0,No,No,31,Yes,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),43.69,1376.76,No
CUST-03076,Male,0,No,Yes,8,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),35.45,242.99,No
CUST-03077,Female,1,No,No,25,Yes,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,38.53,987.62,Yes
CUST-03078,Male,0,Yes,Yes,42,No,No,No,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,26.33,1121.61,No
CUST-03079,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,46.65,1194.84,Yes
CUST-03080,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,45.35,2492.35,No
CUST-03081,Female,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,33.68,1969.41,No
CUST-03082,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,28.11,1113.31,Yes
CUST-03083,Female,0,Yes,No,25,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.74,1419.64,No
CUST-03084,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,28.0,599.26,Yes
CUST-03085,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,40.75,1555.07,No
CUST-03086,Female,1,No,No,52,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),31.12,1673.48,No
CUST-03087,Female,0,No,Yes,9,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,41.09,419.49,Yes
CUST-03088,Female,0,No,Yes,32,Yes,No,No,Yes,No,No,No,No,No,One year,No,Electronic check,39.47,1264.68,No
CUST-03089,Female,0,Yes,Yes,32,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,39.1,1265.69,Yes
CUST-03090,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,45.33,879.34,Yes
CUST-03091,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),37.17,586.99,Yes
CUST-03092,Female,0,No,Yes,60,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.64,2719.79,Yes
CUST-03093,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,19.76,570.16,No
CUST-03094,Female,0,Yes,No,41,Yes,No,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,30.45,1288.66,No
CUST-03095,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,42.4,102.25,Yes
CUST-03096,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,40.22,796.3,Yes
CUST-03097,Female,1,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,43.2,771.27,Yes
CUST-03098,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.17,1541.85,Yes
CUST-03099,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.25,2744.35,No
CUST-03100,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,42.49,1664.4,Yes
CUST-03101,Female,0,No,Yes,65,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.15,1953.79,No
CUST-03102,Female,0,No,Yes,31,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.76,1352.15,Yes
CUST-03103,Female,1,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),36.98,1964.66,No
CUST-03104,Female,1,No,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,38.0,365.39,Yes
CUST-03105,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,31.91,1828.65,No
CUST-03106,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),34.15,1517.1,No
CUST-03107,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),33.85,158.63,No
CUST-03108,Female,0,No,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.73,1626.42,No
CUST-03109,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,27.44,1032.89,No
CUST-03110,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,40.38,-26.58,No
CUST-03111,Male,0,Yes,Yes,61,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,32.19,1998.27,No
CUST-03112,Male,0,Yes,No,39,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,37.85,1474.97,No
CUST-03113,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.51,2756.66,Yes
CUST-03114,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.54,2128.17,Yes
CUST-03115,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.61,323.65,No
CUST-03116,Female,0,Yes,No,24,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,37.31,922.7,Yes
CUST-03117,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),37.34,1835.35,No
CUST-03118,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.99,1294.93,No
CUST-03119,Female,0,No,Yes,64,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,18.0,1098.17,No
CUST-03120,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),42.06,996.66,Yes
CUST-03121,Male,0,Yes,No,33,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.69,1818.85,Yes
CUST-03122,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,35.2,1144.51,Yes
CUST-03123,Female,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,57.66,124.09,Yes
CUST-03124,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),27.47,1581.28,No
CUST-03125,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.39,670.07,No
CUST-03126,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,51.48,1748.85,Yes
CUST-03127,Male,0,Yes,No,65,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.76,2716.81,No
CUST-03128,Male,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),26.6,1911.15,No
CUST-03129,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.47,741.19,Yes
CUST-03130,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,61.58,1745.67,Yes
CUST-03131,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),29.36,1203.26,Yes
CUST-03132,Female,0,Yes,No,50,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,52.47,2569.22,No
CUST-03133,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,68.33,1297.83,Yes
CUST-03134,Female,0,No,No,39,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,38.98,1532.28,Yes
CUST-03135,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.69,3618.57,Yes
CUST-03136,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.67,2547.18,Yes
CUST-03137,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.16,3135.19,Yes
CUST-03138,Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.91,2467.96,No
CUST-03139,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.44,2359.45,No
CUST-03140,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),36.68,1395.61,Yes
CUST-03141,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),30.59,2178.05,No
CUST-03142,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,34.16,1283.6,Yes
CUST-03143,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,34.2,1668.19,Yes
CUST-03144,Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),46.05,3118.77,No
CUST-03145,Male,0,No,No,4,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.36,232.69,Yes
CUST-03146,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.24,2835.53,Yes
CUST-03147,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.53,4200.07,No
CUST-03148,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),18.0,1261.18,No
CUST-03149,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,20.52,1118.82,No
CUST-03150,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,30.9,376.28,Yes
CUST-03151,Male,1,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.05,705.25,Yes
CUST-03152,Female,0,Yes,No,1,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.13,91.92,Yes
CUST-03153,Female,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.65,1783.79,Yes
CUST-03154,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,43.62,1414.6,No
CUST-03155,Female,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.09,1454.69,Yes
CUST-03156,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,23.75,1297.39,No
CUST-03157,Male,1,No,Yes,59,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.22,1792.42,Yes
CUST-03158,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,21.22,214.73,No
CUST-03159,Male,0,Yes,No,66,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,37.0,2442.13,No
CUST-03160,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,39.53,1106.32,Yes
CUST-03161,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.44,2093.98,No
CUST-03162,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,21.79,909.83,No
CUST-03163,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),44.77,1476.98,No
CUST-03164,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),46.85,742.95,No
CUST-03165,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,30.51,404.72,Yes
CUST-03166,Female,0,No,No,52,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.13,1892.49,Yes
CUST-03167,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.95,1265.56,Yes
CUST-03168,Female,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,22.7,348.79,Yes
CUST-03169,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,25.7,10.37,Yes
CUST-03170,Male,0,Yes,No,60,Yes,No,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),35.4,2132.73,No
CUST-03171,Male,0,Yes,No,29,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.48,1047.84,Yes
CUST-03172,Male,1,No,Yes,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.55,965.49,Yes
CUST-03173,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),33.77,875.58,No
CUST-03174,Female,0,No,No,43,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.92,2136.15,Yes
CUST-03175,Male,0,No,Yes,35,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),39.06,1316.27,Yes
CUST-03176,Male,1,No,Yes,39,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,52.34,2026.86,Yes
CUST-03177,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.96,911.07,No
CUST-03178,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,22.0,443.2,Yes
CUST-03179,Female,0,Yes,No,62,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.69,2434.05,No
CUST-03180,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,19.36,604.45,No
CUST-03181,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,32.46,2186.82,No
CUST-03182,Female,0,No,No,61,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.8,1991.92,No
CUST-03183,Male,0,No,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,20.43,1063.55,Yes
CUST-03184,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,49.31,1898.96,No
CUST-03185,Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),43.39,2674.86,No
CUST-03186,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),36.55,108.22,Yes
CUST-03187,Male,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),53.86,2012.84,Yes
CUST-03188,Female,0,No,Yes,51,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.66,1595.06,Yes
CUST-03189,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.82,407.56,Yes
CUST-03190,Male,1,No,No,13,No,Yes,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,18.0,197.5,No
CUST-03191,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,49.74,278.73,No
CUST-03192,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,18.0,603.14,No
CUST-03193,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),18.0,679.77,No
CUST-03194,Female,1,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.37,1605.88,No
CUST-03195,Male,0,No,No,4,Yes,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),43.45,275.52,No
CUST-03196,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),29.45,1085.44,Yes
CUST-03197,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.94,2920.93,No
CUST-03198,Male,1,No,Yes,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.03,128.97,Yes
CUST-03199,Male,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.48,2454.88,Yes
CUST-03200,Female,0,No,Yes,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,43.0,815.03,Yes
CUST-03201,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,46.7,320.73,Yes
CUST-03202,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.26,170.67,Yes
CUST-03203,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.72,112.39,Yes
CUST-03204,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),36.4,1139.34,Yes
CUST-03205,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.01,1433.51,Yes
CUST-03206,Male,0,No,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.49,1941.94,No
CUST-03207,Male,1,No,No,6,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),46.6,310.14,No
CUST-03208,Male,0,No,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,18.0,795.24,No
CUST-03209,Female,0,No,Yes,53,No,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),18.0,953.84,No
CUST-03210,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.91,314.52,Yes
CUST-03211,Male,0,No,No,48,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,33.95,1532.12,Yes
CUST-03212,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.02,474.67,Yes
CUST-03213,Female,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,41.91,1314.82,Yes
CUST-03214,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),34.83,1618.07,Yes
CUST-03215,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,45.14,2741.64,Yes
CUST-03216,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.57,1092.64,Yes
CUST-03217,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),33.04,1030.74,Yes
CUST-03218,Female,1,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.86,3329.48,Yes
CUST-03219,Male,0,Yes,No,16,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.12,784.61,Yes
CUST-03220,Female,0,No,No,15,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,37.67,610.07,No
CUST-03221,Male,0,Yes,No,34,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.18,2111.03,Yes
CUST-03222,Female,0,Yes,Yes,9,No,No,No,No,No,No,Yes,No,No,One year,No,Electronic check,48.11,498.11,No
CUST-03223,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,50.06,16.51,Yes
CUST-03224,Male,1,Yes,No,26,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),37.11,1010.34,Yes
CUST-03225,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,49.59,535.26,No
CUST-03226,Male,1,No,Yes,46,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),45.31,2048.27,No
CUST-03227,Male,0,No,No,39,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,32.56,1301.45,Yes
CUST-03228,Female,0,No,No,35,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,58.85,2090.52,Yes
CUST-03229,Male,1,No,No,36,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.76,2031.91,Yes
CUST-03230,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.53,470.86,Yes
CUST-03231,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),37.61,1093.51,No
CUST-03232,Female,1,Yes,No,6,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.96,277.25,Yes
CUST-03233,Male,0,No,Yes,26,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,1073.61,No
CUST-03234,Female,1,No,No,49,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,29.8,1391.05,Yes
CUST-03235,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,44.37,3132.77,Yes
CUST-03236,Male,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,42.5,944.77,Yes
CUST-03237,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,32.97,648.4,Yes
CUST-03238,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.6,2067.73,No
